夏春秋,吴耀冬(本名)
李光洙,李光珠 / 李光秀 / 李光修
陈紫函,陈莎莎(原名) / 陈紫涵(误)
文松,石文嵩(本名)
罗文姬,罗文熙
高贤贞,高贤廷
卢熙京,鲁熙京
洪忠灿,尹尚浩
陆妍淇,陆韵煊 / 陆小花(昵称) / 露露(昵称)
张赫,少爷、赫少、赫队、赫爸、张先生、发箍男
毛晓彤,晓彤 / 彤宝
郑爽,小郑爽
杨洋,咩咩 （昵称） / 杨傲天（戏谑） / icon48队长 / 大志 / 领头羊 / 杨总
弗亚切斯拉夫·切普尔琴科,弗亚切斯拉夫·尤里耶维奇·切普尔琴科
馆博,舘廣(本名)
基里尔·卡罗,基里尔·柯亚罗
达伦·格罗夫纳,达人(中文名)
陈小纭,陈昀
海清,黄怡(本名)
卡蜜尔·古阿蒂,卡米尔·格瓦媞 / 卡蜜尔·格瓦媞
赵秦,小美
汤怡,袁家怡
潘灿良,阿灿
陈奕,安安
华娇,华艺涵（原名）
张含韵,张大宝(昵称) / 张小花(昵称)
卡丽·普雷斯顿,凯莉·普雷斯顿
莎拉·夏希,莎拉·沙黑
迈克尔·爱默生,老头子，ME
吉姆·卡维泽,詹姆斯·卡维泽
汤姆·费尔顿,汤姆·福尔顿 / 汤·费顿
露塔·格德米纳斯,露塔·杰德敏塔斯
浮石,胡刚
王铮,王涛（原名）
丁子峻,丁子俊
叶一云,叶倩云
吉尔莫·德尔·托罗,葛雷摩·戴托罗 / 乔勒蒙·迪多罗
金粮,孙金良(本名)
王伯昭,王野同
谢芳,谢怀复
格兰特·古斯汀,托马斯·格兰特·古斯汀
吉奥夫·约翰斯,乔夫·琼斯
郑希怡,郑烈琼
施定柔,玄隐
高以翔,曹志翔(本名)
内芙·坎贝尔,尼芙·坎贝尔 / 娜维·坎蓓尔
小雪,加藤小雪 / 松山小雪
知花鞍罗,知花
西西莉·泰森,西瑟莉·泰森
塞巴斯蒂安·阿塞勒斯,塞巴斯蒂安·阿切尔鲁斯
艾米莉·里奥斯,爱米丽·瑞尔丝
詹姆斯·弗莱恩,杰姆斯·弗莱明
大卫·马祖,戴维·马祖 / 大卫·马宋兹
罗宾·泰勒,罗宾·罗德·泰勒
本·麦肯锡,本杰明·麦肯锡(原名)
吴闵硕,吴民硕
崔奎华,崔贵华 / 崔桂华
卞耀汉,卞耀翰
姜素拉,姜索拉
任时完,任雄宰(本名) / 林时完(误) / 林始菀(误)
中村安奈,中村友子(本名) / 中村安
约翰·特拉沃尔塔,约翰·屈伏塔 / 尊特·拉华达 / 约翰·特拉沃尔塔
安娜·麦克西维尔·马丁,安娜·麦克西维尔-马丁
劳拉·弗雷泽,蘿拉費瑟 (台)
艾丹·特纳,爱蛋(昵称)
梅芙·德莫迪,米芙·德莫迪
约翰·辛格顿,约翰·辛格尔顿
凯文·麦克基德,凯文·马克德
渡边木实,渡边心美 / 渡边果
应昊茗,应俊
高海宁,沈江莉(原名)
陈大伟,陈牧扬
胜矢,胜矢秀人
孙承源,孙承元
朴惠秀,朴慧秀
韩胜妍,韩昇延
柳和荣,刘花英
朴恩彬,朴恩斌 / 朴恩玭
李太坤,李泰昆 / 李泰坤
琼安·弗洛加特,琼安·弗洛干
佩内洛普·威尔顿,彭妮露比·韋頓(港)
米歇尔·道克瑞,米歇尔·道克芮
朱利安·费罗斯,朱利安·费洛斯
孙之鸿,孙俊（原名）
谢钢,谢刚
董勇,董晶
倪大红,倪大洪 / 倪大宏
林伟,林暐淏 / 林兆伟 / 林鍏
欧瑞伟,歐瑞偉
威尔·图德,威尔·都铎
韩马利,Mary姐
柯特妮·考克斯,歌翠妮·葛丝(港)
尹瑞,赵尹瑞
马特·勒布朗,麦特·勒布郎 / 马特·雷布兰克 / 马特·理勃兰
孙浩俊,孙湖竣
冈本信人,冈本信彦
大后寿寿花,大後寿々花
晁然,晁雪薇
八月长安,刘婉荟(本名)
萧寒,崔涌
敏度希,度希
高雅拉,高雅罗 / 高雅蓝 / 高雅萝 / 高雅娜
车善玗,车善宇 / 车善瑀
马克思·雷迈特,马克斯·尼麦特
米格尔·安赫尔·西尔维斯特,米格尔·安格·希尔维斯特
拉娜·沃卓斯基,拉里·沃卓斯基 / 拉娜·华高斯基(港) / 拉娜·华卓斯基(台) / 拉娜·瓦霍夫斯基
莉莉·沃卓斯基,安迪·沃卓斯基 / 安迪·华卓斯基 / 安迪·华高斯基(港) / 安迪·华卓斯基(台) / 安迪·瓦霍夫斯基
露西 克劳斯,露西·卡莱斯
虞朗,沈夕浓
郑栋焕,郑东焕
金光奎,金光圭
李多喜,李多熙
尹相铉,尹尚贤
金叡园,金艺媛 / 金艺苑 / 金新雅 / 金艺元
李载允,李在允
葛·艾坦尼斯,格雷格·艾坦尼斯
宋宗浩,宋钟浩 / 宋宗虎
金知硕,金智锡 / 金基石
李时言,李时彦 / 李宝延
李浩沅,李浩元
郑恩地,郑恩智(又译)
杜子名,杜胤伟
岳云鹏,岳龙刚 / 小岳岳 / 岳帅
王莎莎,莫小贝
曹瑞原,曹瑞原
河锡辰,河锡振 / 夏石镇 / 河锡镇 / 何硕振
朴河宣,朴和善 / 朴夏善 / 朴河善 / 朴荷善
坂上香织,坂上香織
张洪睿,张含
一濑隆重,一瀬隆重
戈治均,戈治钧
李川,李川 / 大川川 / 川哥
桑砚,步小熙(曾用艺名)
小池彻平,小池徹平
庞瀚辰,庞洪涛
应岱臻,陈谦
丹·史蒂文斯,偶尔鸣叫的丹丹龙 / 丹丹龙 / 大表哥
史蒂夫·佩姆伯顿,史蒂文
里斯·谢尔史密斯,二册
小艾德·博格里,小埃德·贝格利
帕特里克·法比安,帕特里克·法碧昂
大卫·麦金尼斯,大卫·李·麦金尼斯(本名)
温流,李珍基
晋久,秦久 / 陈久
金玟锡,金珉锡
金恩淑,金银淑
金智媛,金志媛
金元锡,金元硕
宋慧乔,宋惠教
拉娜·普尔弗,劳拉·普沃
杰里米·洛夫林,杰瑞米·洛夫林
尼克·赫伦,尼克赫藍
晏紫东,东东 东哥 小东
艾恩·贝利,伊恩·贝利
张子健,张建新(曾用名) / 张子建(别名)
理查德·隆克瑞恩,理查德·朗克莱恩
金英光,金永光
李侑菲,李侑珍(真)
边熙峰,边锡峰 / 边熙奉 / 변희봉
李必模,李毕茂 / 李弼模
朴信惠,朴信慧(别名)
罗伯特·克耐普,罗伯特-内珀
温特沃斯·米勒,温特沃什·米勒 / 文特沃斯·米勒
石筱群,石小群
徐子沅,徐远
一真,姜涛(本名)
陈逸恒,傻逼玩意儿
张治坚,张志坚(原名)
宋楚炎,宋嵩(别名)
安战军,安占军
王千源,王锦鹏(原名)
王毅,王小毅
范雨林,范玉林
吴刚,刚仔
李玥,李蕴洁
舞川亚郁,吴亚郁（本名）
高宏亮,高亮
袁玫,袁枚
曹雪芹,曹沾 / 曹梦阮 / 曹芹圃 / 曹芹溪
乾德门,乾爸(昵称) / 包尔吉古德(本名) / 钱顾腾德门(本名) / 乾顾腾(又名) / 包尔吉古德·钱顾腾德门(全名)
陈美琪,陈文俊
沈傲君,赵燕(本名)
欧阳吉米,欧阳万成
托马斯·米德蒂奇,偷米(昵称)
川荣李奈,茄子
泉泽祐希,泉澤祐希
大塚千弘,大冢千弘 / 大冢千寻
武田铁矢,武田鉄矢
江成一树,江成和己(本名)
朴贞雅,朴正雅
金瑟祺,金瑟琪
林周焕,林朱焕
森下爱子,吉田佳代
重冈大毅,重岡大毅
小关裕太,小关裕太
尤隆达·罗斯,尤兰达·罗斯
梁艺馨,梁依
郑俊河,Joon-ha Jeong
杨紫嫣,杨钫涵(曾用名) / 杨雅娜(别名) / 杨梓嫣
品冠,黄品冠(本名)
曾之乔,乔乔 / 班班 / 花花
徐敏静,徐敏贞 / 徐敏正
申智,黑乌龟
崔民勇,崔敏龙 / 崔敏用 / 崔民永 / 崔敏容
朴敏英,朴银银 / 朴小美
金彗星,金慧星 / 金彗成 / 金海圣
金汎,金范(前名) / 金泛 / 金尚泛(本名) / 范儿(昵称) / 小范(昵称) / 范范(昵称)
李顺载,李顺宰 / 李顺才
金秉旭,金丙旭
傅晓娜,付晓娜
应蔚民,夹子小应
刘凌志,刘国亮
林美秀,美秀
瞿友宁,维尼
陆明君,陸明君
林龙麒,林林（原名）
黄海,黄垒鑫
战鹤文,战晓丹（曾用名）
柳莹,柳欣言
陈雅熙,陈雅茜
宣宣,陈敬宣
陈柏融,陈子胤
崔明浩,崔铭元
杨司晨,牛牛(昵称)
万美汐,万瑶瑶
张晓龙,张晓涛（原名）
斓曦,张凡(本名)
吴雪岚,流潋紫(笔名)
克里斯·诺斯,克里斯托弗·大卫·诺斯(本名)
马特·朱克瑞,马特·朱克雷
尹有善,尹裕善 / 尹宥善
金宝妍,金甫娟
兰寿富,头目姐姐
松井爱莉,松井愛莉
朴素贤,朴素娴、朴晓娴
赵宝儿,缪斯、女神、宝儿、小兔牙、wuli宝
朴熙顺,朴熙舜
李幼贞,李有贞 / 李侑真
李相烨,李尚烨
智顺,金智顺
冈本梓,冈本梓
金刚于,金康宇 / 金江宇 / 金强宇
史蒂芬·吉伦哈尔,史蒂芬·吉伦霍 / 史蒂芬·格莱恩哈尔
金釉利,金友莉 / 金宥利
汤姆·希林,汤姆·斯齐灵
黄静茵,黄正音 / 黄静音
朴叙俊,朴书俊 / 朴瑞俊
池晟,池城 / 池诚 / 地成 / 郭泰根(本名)
戴维·阿滕伯勒,大卫·艾登堡 / 戴维·爱丁保罗夫 / 大卫·艾登伯禄
陈秀完,镇秀婉
高濑由规奈,高瀬友規奈
孙娜恩,孙丢丢
安宰贤,安在贤
比尔·贝利,马克·贝利(本名)
迪兰·莫兰,狄伦·莫兰
吴尚镇,林永泽
刘仁娜,刘寅娜
格瑞辰·摩尔,格雷琴·莫尔
全智贤,全知贤 / 王智贤(本名)
金秀贤,金秀炫
路遥,王卫国
柯志凌,卡尔
李泓良,李梁 / 李樑
袁菲,昵称：兔兔 小兔兔 萌兔
高峰,高锦
刘威葳,刘薇薇(本名)
段奕宏,段龙(原名)
戴夫·帕特尔,迪·柏特爾(港)
艾伦·索金,阿伦·索尔金 / 阿伦·本杰明·索尔金
约翰·斯拉特里,约翰·斯莱特里
王玨,王春阳 / 王珏 / 王钰
李昊翰,李爱军(曾用名)
孙斌,小六/小6
吴军忱,吴军
周迅,迅姐 / 小迅 / 周公子 / 老周 / 迅哥儿
宋智孝,宋知孝
姜熙建,姜熙建 / 姜Gary
池石镇,池锡辰
王思宇,王小喵
汪小壹,汪甜 / 甜甜
邵庄,哨子
杨羽,小宝（艺名）
张天爱,张娇(本名) / 小爱(昵称) / 老公(昵称)
侣皓吉吉,侣皓喆 / 侣萧 / 佀萧
刘在石,刘在锡
何家蓓,桑德琳·霍尔特
原沙知绘,原沙知絵
克里斯蒂安·史莱特,克里斯汀·史莱特
布伦丹·海因斯,布兰登·海因斯
莫妮卡·雷蒙德,莫妮卡·雷曼德
牛犇,张学景
刘佩玥,刘佩玥
唐诗咏,唐詩詠
袁伟豪,Yuen Wai-Ho
胡定欣 ,定欣，小定，大小姐，教主大人
茱莉亚·莎华拉,茱莉亚·萨瓦哈
宫部美雪,宫部美幸
宫正楠,宫晓(又名)
周骢,周聪
麦肯泽·茂兹,麦肯泽·茂兹
艾恩·格拉法德,尤安·格瑞福德
吕慧仪,长脚蟹、拖地
欧阳震华,欧阳耀泉(本名) / 加菲猫(昵称)
滕丽名,滕丽明 / 阿滕 / 腾丽明(误)
徐海乔,徐垚(本名)
钱泳辰,钱石义
马可,小马可
李晟京,李圣经
艾什琳恩·叶尼,艾什琳·叶尼
赵志伟,执（艺名）
徐康俊,李胜焕(本名)
尹斗俊,三秒孔侑(昵称)
朴尚勋,朴相勋
郑允浩,豆包，老郑，耗子
章龄之,章珺
金显祐,金显佑
金锡允,金石润 / 金石允
奈杰尔·霍桑,奈杰尔·霍华霍内
左大玢,红辉
朱龙广,云龙
钟嘉欣,嘉欣、欣欣 BB
张致恒,大鬼(昵称)
李司棋,李司祺
杨明,林明乐(本名) / 扬明(前艺名)
吴岱融,吴瑰岸(本名)
马德华,马芮
六小龄童,章金莱(本名)
矢部享佑,拳叔
小池里奈,小池里奈
伊恩·陈,陈琦烨
露茜利·宋,宋静秀
哈德森·杨,杨升德
康斯坦斯·吴,吴恬敏
福雷斯特·惠勒,韦智林
洪静恩,洪正恩 / 洪氏姐妹(姐姐) / 洪贞恩
洪美兰,洪氏姐妹(妹妹) / 洪美拉
戴春荣,玲玲
刘心悠,刘凡平(本名)
肖涵,妞妞、涵涵
郑嘉颖,嘉颖
刘诗诗,刘诗施
李至正,小N 至正
蔡君茹,六月
程予希,苏笠汶(本名) / 乐乐(昵称)
温贞菱,小犬
夏于乔,夏雨乔(又名) / 乔乔 (昵称) / 乔妹 (昵称) / 夏郁乔(本名)
邹承恩,邹介三
黄鸿升,小鬼(昵稱)
张本渝,张本瑜
许玮甯,许玮宁 / 許瑋甯
郭书瑶,瑶瑶(昵称) / 书瑶(昵称) / 小瑶(昵称)
明道,林朝章(本名)
柯有伦,柯有纶 (原艺名)
理查德·艾欧阿德,李察艾育亞迪(港)
樱,杉安広美 (本名)
徐熙娣,小S(艺名) / 婷婷(小名)
伊丽莎白·盖斯凯尔,伊丽莎白·加斯凯尔 / 加斯凯尔夫人
后藤理沙,後藤理沙
伊娃·朗格利亚,埃娃·隆戈里亚 / 伊娃·朗格利亚·帕克 / 艾娃·朗格利亚
乔什·杜哈明,乔什·杜哈梅尔
姜敏赫,小可爱 / 眯眯眼 / 姜珉赫
朴炯植,贵公子(昵称)
车胜元,车承源
崔振赫,崔真赫 / 金泰浩(本名) / 金太昊(本名) / 金泰镐
金宇彬,金贤重 / 金贤中 / 金玉彬 / 金贤钟
郑秀晶,水晶(昵称) / 忙內(昵称)
姜信孝,姜信惠 / 姜申孝
塔提阿娜·玛斯拉尼,蒂凡妮·玛斯兰尼
凯文·麦克唐纳,凯文·麦唐纳
莎莉·霍金斯,莎莉賀堅絲(港)
益西德成,德清
林志玲,冰淇淋（昵称）
马场彻,馬場徹
矢泽心,矢沢心 /  矢澤心
安以轩,吴玟静(别名) / 红茶街公主(昵称)
柳海真,刘海镇(误)
陈艺瑟,陈艺素
金镇宇,金振宇
池贤宇,智铉寓 / 神吉(昵称) / 周亨太
劳拉·普莱潘,劳拉·普瑞朋
泰勒·席林,泰哥
刘茜,小刘
李俊赫,李浚赫
白珍熙,百真熙
金莎朗,金思朗
玄彬,玄斌 / 炫彬 / 金泰坪(本名)
申宇哲,申友哲 / 辛宇哲
王志飞,飞叔 / 深水君 / 鞅君
黄婷婷,婷婷桑
河智苑,田海琳 / 全海林(原名) / 河知云 / 河智元 / 河智媛 / 夏智媛
卢卡斯·内夫,卢卡斯·奈夫
艾丽森·汉妮根,莉莉阿姨(昵称)
罗贯中,罗本
张元英,张源永
黑柳彻子,黒柳徹子
盛骏,房盛骏(原名) / 成俊(误) / 小邪
郑铉静,郑贤静 / 郑贤贞
刘若英,奶茶(昵称) / 刘娜娜(昵称) / 刘小奶(昵称)
魏秋桦,魏秋华
张翼,张伯燊(本名)
傅明宪,孙慧
李绮虹,李绮红
张可颐,二小姐
李添胜,添哥(尊称)
理查德·贝梅尔,李察·卑玛
尹素熙,尹邵熙
沈亨倬,沈炯卓 / 沈亨泽
梅晨·阿米克,玛茜艾米克
李水京,李秀景
安妮·沃斯奇,安妮·韦尔兴 / 安妮·威斯汀
马贯东,阿宝（昵称）
金昌完,金昌宛 金昌万
庆收真,庆秀珍
张檬,张萌
卡洛琳·达芙娜,卡洛琳·达芙娜豪斯
扎克瑞·昆图,扎迦利·奎因特
休·丹西,小茶杯(昵称)
麦斯·米科尔森,麦兹·米克森 / 麦德斯·米科尔森
金喜爱,金熙爱 / 金姬爱
沈惠珍,沈慧珍 / 沈惠真
伊恩·萨默海尔德,伊安·索莫赫德 / 伊安·桑默汉尔德 / 伊恩·约瑟夫·萨默海尔德(本名)
炎亚纶,阿布 / 吴庚霖(本名)
大张伟,张伟(原名)
孙宁,少奶奶(昵称)
李乐,李俊峰
徐路,徐露
萧敬腾,雨神（昵称），萧丹，强尼，萧大侠，老萧
简慕华 ,刚鲁
潘星谊,潘娟
杨静,德勒格尔玛
张恨水,张心远（本名）
温心,温健婷 / 婷子
王泷正,王晓珅
顾小白,许涯男
阿蜜拉·卡萨,阿米拉·卡萨
加里·勒斯培,雅利尔·莱斯佩尔
撒贝宁,小撒(昵称)
陈鸿烈,周鸿烈(本名)
戚其义,阿戚 / 771
凯瑟琳·凯丽,凯瑟琳·布里奇·凯丽
伊丽莎白·德比茨基,伊丽莎白·德比齐
汤姆·希德勒斯顿,抖森(昵称) / TH(昵称) / 汤·希丹士顿(港)
苏珊娜·比尔,苏珊娜·毕叶尔
朴轸泳,朴振荣 / 朴振英 / 朴镇英
表民洙,标民秀
罗映姫,方淑姬(本名) / 罗英姬
尹成浩,尹成豪
李奎翰,李奎翰
尹胜雅,尹盛雅 / 尹胜儿 / 尹承雅
尹英儿,韩艺仁(曾用艺名)
豆豆,李雪(本名)
李荷妮,李哈妮
李珉廷,李敏贞
克莱尔·丹妮丝,克莱尔·丹丝 / 克莱尔·丹妮丝 / 克莱尔·丹尼斯 / 克莱儿·丹妮丝
吴妍书,吴涟序(本名) / 吴妍瑞(音译) / 吴寒妮(音译)
李言,李彦(译名)朴尚敏(本名)
蔡贞安,蔡正安
金东旭,金东昱
贾致罡,贾致刚 / 贾志刚
二月河,凌解放
韩汝云,韩丽韵 / 韩如云 / 韩丽芸
吕韵季,吕运计
郑丽媛,郑丽苑
权海骁,全海孝
丹尼尔·海尼,丹尼尔·亨利
盖布瑞·马赫特,加布里埃尔·迈奇特 / 加布里埃尔·马赫特
王黎雯,昵名：雯雯
卢洪哲,卢弘喆 / 卢宏哲
郑亨敦,疯狂存在感、四大天王
潘志文,潘翁
未来穂香,未来穗香
金允珍,金仑珍
刘玉翠,牛肉碎
黄日华,華哥(昵称)
朴明秀,朴明洙，恶魔之子、老爹、固有明秀、Great Park（DJ）
乔什·哈洛威,乔什·李·哈洛威
波多野贵文,波多野貴文
松田贤二,松田賢二
梁大维,大V
李岷城,李成
内博贵,"内，Uchi、Uchi-kun, Shatkun(锦户 亮所用),Hiro"
徳永友一,西平晃太
斯坦利·多南,斯坦利·杜南
阿米达普·巴强,阿米达·巴彻 / 阿米特巴·巴赫卡安 / 阿米达普·巴真
玉泽演,玉泽延 / 玉泰渊
李钰,李郁 (原名) / 李欣 (原名)
琼瑶,陈喆(原名)
王智,瑄瑄(昵称) / 紫瑄(昵称) / 紫紫(昵称) / 王紫瑄(曾用名)
常铖,常鲁峰(本名)
李依晓,李烁
鲜于银淑,鲜于恩淑
孙芮,三妹、芮哥（昵称）
臧雅菲,雅菲
都梁,梁战(本名)
吴振天,吴振宇（本名）
张思帆,张博泓(曾用名)
吴建豪,吳建豪
唐·弗兰奇,唐芬奇
李英恩,李永恩Lee Young Eun
韩恩贞,韩恩珍 / 韩银贞
金圣洙,金成洙
安德鲁·加菲尔德,安猪 / 加菲
永井响,永井響
光宗薰,光宗薫
今野鲇莉,今野鮎莉
小濑田麻由,小瀬田麻由
郑京浩,郑敬淏(汉字名)
博迪·卡维尔,伯蒂·卡弗尔
梶芽衣子,太田雅子(本名)
露西·劳莱丝,露西·劳立丝
汪东城 ,大东
郑元畅,小综 / 胖子
松山研一,松山健一
石井祐介,石井 祐介
丁荔,丁丽丽  / 丁夕然
张镝,张笛  / 张迪
李艳,李依蔓
杨梓墨,杨沫
袁新,袁放
高洋,轻舞飞扬
徐飒,徐行
柏邦妮,张姗姗(原名)
白冰,陈东(本名) / 白小冰 / 冰冰 / 小金喜善
陈庆,陈京 / 陈晶
富大龙,天水生 / 枕云子
林珠恩,林珠银
李庆熙,李京熙 李京喜
祝钒刚,张又天
黄玉荣,玉仔 / 阿巩 / 巩巩
赵小侨,赵虹乔
王少伟,王绍伟
艾瑞克·兹曼达,艾瑞克·斯兹曼达 / 艾里克·斯曼达
劳伦·日尔曼,劳伦·杰曼
伦·怀斯曼,连恩·怀斯曼
阿尔曼多·伊安努奇,阿曼多·兰努奇
乔·博恩瑟,乔·本恩瑟
罗伯特·希恩,罗伯特·席汉 / 罗伯特·席安 / 卷毛(昵称) / 贱卷(昵称)
安-玛莉·杜芙,安·玛莉·杜芙
小泷望,弄酱
詹姆斯·甘多菲尼,占士简东费尼（港） / 詹姆斯甘道菲尼（台）
金宥真,大腿 / 佑伊 / 金宥真
李弘基,李洪基
宋一国,宋日国
郑容和,郑龙和 / 郑勇华 / 郑龙华 / 郑荣和
张根硕,张根锡 / 张瑾惜
刘思彤,刘雯
亚当·布罗迪,亚当·杰瑞德·布罗迪(本名)
袁苑,袁承义(原名)
林静,林小镜
陈秀丽,陈天祺
严敏裘,严敏求
刘俊孝,刘一
鞠婧祎,小鞠 / kiku酱 / 鞠神
姜宏波,姜鸿波 / 姜易宏
刘晓虎,刘虎(本名)
刘怡君,英姿
周杰,阿杰
莳田彩珠,蒔田彩珠
黄明,明明
宋佳伦,宋凯
金相中,金尚中 / 金锡重 / 李镇彪 / 李振彪
徐翠翠,徐梵溪
徐百卉,徐雅祺
陶大宇,Tai Yu Michael Dao  /  Tai Yu Dao  /  Michael Dai Yu Tao  /  Tai-Yu Tao  /  Michael Tai Yu To
Aleksandr Lazarev,Александр Лазарев
詹姆斯·鲍弗,杰姆斯·布莱恩·马克·鲍弗 / 詹姆斯·普尔弗伊 / 杰姆斯·鲍弗
水泽绘玲奈,水泽惠丽奈  / 水沢エレナ
石田壹成,いしだ壱成
铃木美妃,铃木奈央
黄善熙,黄善喜 / 黄贤熙 / 黄善姬
张嘉译,张小童
郭锋,郭民富(本名) / 郭峰 / 郭大侠(昵称)
赵子琪,赵琳
江华,陈木华(本名) / 阿华(昵称)
白胜贤,酱油哥
六六,张辛
滕华涛,滕华弢
在熙,李贤均(本名)
黄宝拉,黄宝拉
安锡焕,安石焕 / 安硕焕
朴诗妍,研妹(昵称) / 朴美宣 / 朴美萱 / 朴美善
李多海,边多海
李东旭,李栋旭
全基尚 ,全启相
杨童舒,杨柳
刘智扬,刘鑫（原名） / 六只羊（昵称）
马景涛,小马哥 (昵称) / 咆哮马 (昵称) / 马大姐 (昵称)
尤小刚,赵晓刚
杨光,王惠(本名) / 阳光
盛朗熙,盛惠(本名) / 盛朗溪
易凝,舒婷
左金珠,金珠佐罗
巨兴茂,满意 (艺名)
苏茜薇,苏倩薇
胡海峰,胡海锋
商蓉,妞妞，蓉蓉 / 尚蓉
神野三铃,神野 三鈴
卜学亮,阿亮
李心洁,小洁 / 靓妹
莎莫·格劳,萨默·格劳
郑恩彪,郑殷杓 / 郑恩表
吕珍九,汝镇求
宋再临,宋载林
金善京,金善庆 / 金仙京 / 金宣敬
南宝拉,南宝拉
韩佳人,金贤珠(本名)
金道勋,金度勋
王力可,王安琪
高一玮,高伟
秋瓷炫,秋子贤 / 秋恩珠
张亮,张振锁(本名)
金太祐,金太宇 / 金泰佑
李源根,李元根(音译) / 李元国(音译)
金瑞亨,金淑亨 / 金丝蓉 / 金舒萤 / 金瑞莹 / 金书亨 / 金瑞馨
于慧,于惠(误)
张建亚,木江
李媛媛,李圆圆
朴有焕,朴裕焕
高俊熙,金恩珠(原名)
全孝盛,全烋星
白成铉,白诚铉 / 白成贤 / 白承贤
葛素媛,葛素媛，葛消元
金志洙,志洙 / 金志修
吴庆焕,吴昌焕
金来沅,金来元
刘芷汐,刘奕丹
刘筱筱,刘小小
金雅中,金亚中
鲁振顺,卤水蛋(昵称)
王伟,王永伟 (本名)
李雨泽,李平
梁舜燕,上等人(别名)
陈荣峻,陈荣基
郑家生 ,郑藩生 (本名)
唐宁,江丽娜(本名)
陈少霞,陈采岚
梁艺龄,梁佩玲 (本名)
吕颂贤,掌门
麦家,蒋本浒(本名)
梅尔·温宁汉姆,麦尔·温宁汉姆
胡洁琼,双儿(昵称) 伊伊(昵称)
朱相昱,朱相旭
南宫民,南宫珉
朱元冰,朱朱
沙利文·斯特普尔顿,苏利文·斯坦普莱顿
陈芷菁,陳芷菁
朱利安·姜,朱利安姜
徐智锡,徐志锡
榕榕,Lisa榕(昵称) / 王冠(本名)
姜昇润,姜胜允 / 姜承润 / 姜承允
娄艺潇,娄宵宵
孙艺洲,孙翱
詹森·阿克斯,珍妮Jenny，甜心，美人儿
米沙·克林斯,米傻·可怜死
华波波,华波
左右,扎克·爱尔兰·施普利特格贝尔
阿城,钟阿城(本名)
莫言,管谟业(原名)
姜灿熙,姜澯熙
文彩元,文彩原 / 文彩媛
金英哲,金永哲
米歇尔·戈麦兹,米歇尔·歌美
希提·麦克唐纳,希提·麥當勞
彼得·卡帕尔蒂,彼得‧卡帕爾蒂
